onet_id,onet_title,okz2,okz_name,group_employed,group_share
51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",75,"Рабочие пищевой, деревообрабатывающей, текстильной и швейной промышленности и рабочие родственных занятий",1641286,0.022047
51-3023.00,Slaughterers and Meat Packers,75,"Рабочие пищевой, деревообрабатывающей, текстильной и швейной промышленности и рабочие родственных занятий",1641286,0.022047
51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",81,Операторы промышленных установок и стационарного оборудования,1883204,0.025296
51-3092.00,Food Batchmakers,81,Операторы промышленных установок и стационарного оборудования,1883204,0.025296
51-3093.00,Food Cooking Machine Operators and Tenders,81,Операторы промышленных установок и стационарного оборудования,1883204,0.025296
51-3099.00,"Food Processing Workers, All Other",75,"Рабочие пищевой, деревообрабатывающей, текстильной и швейной промышленности и рабочие родственных занятий",1641286,0.022047
51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",72,"Рабочие, занятые в металлообрабатывающем и машиностроительном производстве, механики и ремонтники",3873206,0.052027
51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",72,"Рабочие, занятые в металлообрабатывающем и машиностроительном производстве, механики и ремонтники",3873206,0.052027
51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",72,"Рабочие, занятые в металлообрабатывающем и машиностроительном производстве, механики и ремонтники",3873206,0.052027
51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",72,"Рабочие, занятые в металлообрабатывающем и машиностроительном производстве, механики и ремонтники",3873206,0.052027
51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",72,"Рабочие, занятые в металлообрабатывающем и машиностроительном производстве, механики и ремонтники",3873206,0.052027
51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",72,"Рабочие, занятые в металлообрабатывающем и машиностроительном производстве, механики и ремонтники",3873206,0.052027
51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",72,"Рабочие, занятые в металлообрабатывающем и машиностроительном производстве, механики и ремонтники",3873206,0.052027
51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",81,Операторы промышленных установок и стационарного оборудования,1883204,0.025296
51-4041.00,Machinists,72,"Рабочие, занятые в металлообрабатывающем и машиностроительном производстве, механики и ремонтники",3873206,0.052027
51-4051.00,Metal-Refining Furnace Operators and Tenders,72,"Рабочие, занятые в металлообрабатывающем и машиностроительном производстве, механики и ремонтники",3873206,0.052027
51-4052.00,"Pourers and Casters, Metal",81,Операторы промышленных установок и стационарного оборудования,1883204,0.025296
51-4061.00,"Model Makers, Metal and Plastic",72,"Рабочие, занятые в металлообрабатывающем и машиностроительном производстве, механики и ремонтники",3873206,0.052027
51-4062.00,"Patternmakers, Metal and Plastic",72,"Рабочие, занятые в металлообрабатывающем и машиностроительном производстве, механики и ремонтники",3873206,0.052027
51-4071.00,Foundry Mold and Coremakers,72,"Рабочие, занятые в металлообрабатывающем и машиностроительном производстве, механики и ремонтники",3873206,0.052027
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",72,"Рабочие, занятые в металлообрабатывающем и машиностроительном производстве, механики и ремонтники",3873206,0.052027
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",72,"Рабочие, занятые в металлообрабатывающем и машиностроительном производстве, механики и ремонтники",3873206,0.052027
51-4111.00,Tool and Die Makers,72,"Рабочие, занятые в металлообрабатывающем и машиностроительном производстве, механики и ремонтники",3873206,0.052027
51-4121.00,"Welders, Cutters, Solderers, and Brazers",72,"Рабочие, занятые в металлообрабатывающем и машиностроительном производстве, механики и ремонтники",3873206,0.052027
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",82,Сборщики,427488,0.005742
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",81,Операторы промышленных установок и стационарного оборудования,1883204,0.025296
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",71,"Рабочие, занятые в строительстве, и рабочие родственных занятий (за исключением электриков)",2412726,0.032409
51-4194.00,"Tool Grinders, Filers, and Sharpeners",72,"Рабочие, занятые в металлообрабатывающем и машиностроительном производстве, механики и ремонтники",3873206,0.052027
51-4199.00,"Metal Workers and Plastic Workers, All Other",82,Сборщики,427488,0.005742
51-5111.00,Prepress Technicians and Workers,73,"Рабочие, занятые изготовлением прецизионных инструментов и приборов, рабочие художественных промыслов и полиграфического производства",311003,0.004178
51-5112.00,Printing Press Operators,73,"Рабочие, занятые изготовлением прецизионных инструментов и приборов, рабочие художественных промыслов и полиграфического производства",311003,0.004178
51-5113.00,Print Binding and Finishing Workers,81,Операторы промышленных установок и стационарного оборудования,1883204,0.025296
51-6011.00,Laundry and Dry-Cleaning Workers,81,Операторы промышленных установок и стационарного оборудования,1883204,0.025296
51-6021.00,"Pressers, Textile, Garment, and Related Materials",91,Уборщики и прислуга,1019966,0.013701
51-6031.00,Sewing Machine Operators,81,Операторы промышленных установок и стационарного оборудования,1883204,0.025296
51-6041.00,Shoe and Leather Workers and Repairers,31,Специалисты-техники в области науки и техники,3597016,0.048317
51-6042.00,Shoe Machine Operators and Tenders,81,Операторы промышленных установок и стационарного оборудования,1883204,0.025296
51-6051.00,"Sewers, Hand",75,"Рабочие пищевой, деревообрабатывающей, текстильной и швейной промышленности и рабочие родственных занятий",1641286,0.022047
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",75,"Рабочие пищевой, деревообрабатывающей, текстильной и швейной промышленности и рабочие родственных занятий",1641286,0.022047
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,81,Операторы промышленных установок и стационарного оборудования,1883204,0.025296
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",75,"Рабочие пищевой, деревообрабатывающей, текстильной и швейной промышленности и рабочие родственных занятий",1641286,0.022047
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",73,"Рабочие, занятые изготовлением прецизионных инструментов и приборов, рабочие художественных промыслов и полиграфического производства",311003,0.004178
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",81,Операторы промышленных установок и стационарного оборудования,1883204,0.025296
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",81,Операторы промышленных установок и стационарного оборудования,1883204,0.025296
51-6092.00,Fabric and Apparel Patternmakers,75,"Рабочие пищевой, деревообрабатывающей, текстильной и швейной промышленности и рабочие родственных занятий",1641286,0.022047
51-6093.00,Upholsterers,75,"Рабочие пищевой, деревообрабатывающей, текстильной и швейной промышленности и рабочие родственных занятий",1641286,0.022047
51-6099.00,"Textile, Apparel, and Furnishings Workers, All Other",81,Операторы промышленных установок и стационарного оборудования,1883204,0.025296
51-7011.00,Cabinetmakers and Bench Carpenters,71,"Рабочие, занятые в строительстве, и рабочие родственных занятий (за исключением электриков)",2412726,0.032409
51-7021.00,Furniture Finishers,91,Уборщики и прислуга,1019966,0.013701
51-7031.00,"Model Makers, Wood",75,"Рабочие пищевой, деревообрабатывающей, текстильной и швейной промышленности и рабочие родственных занятий",1641286,0.022047
51-7032.00,"Patternmakers, Wood",73,"Рабочие, занятые изготовлением прецизионных инструментов и приборов, рабочие художественных промыслов и полиграфического производства",311003,0.004178
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",81,Операторы промышленных установок и стационарного оборудования,1883204,0.025296
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",75,"Рабочие пищевой, деревообрабатывающей, текстильной и швейной промышленности и рабочие родственных занятий",1641286,0.022047
51-7099.00,"Woodworkers, All Other",75,"Рабочие пищевой, деревообрабатывающей, текстильной и швейной промышленности и рабочие родственных занятий",1641286,0.022047
51-8011.00,Nuclear Power Reactor Operators,31,Специалисты-техники в области науки и техники,3597016,0.048317
51-8012.00,Power Distributors and Dispatchers,31,Специалисты-техники в области науки и техники,3597016,0.048317
51-8013.00,Power Plant Operators,31,Специалисты-техники в области науки и техники,3597016,0.048317
51-8013.03,Biomass Plant Technicians,31,Специалисты-техники в области науки и техники,3597016,0.048317
51-8013.04,Hydroelectric Plant Technicians,31,Специалисты-техники в области науки и техники,3597016,0.048317
51-8021.00,Stationary Engineers and Boiler Operators,21,Специалисты в области науки и техники,3818533,0.051293
51-8031.00,Water and Wastewater Treatment Plant and System Operators,31,Специалисты-техники в области науки и техники,3597016,0.048317
51-8091.00,Chemical Plant and System Operators,31,Специалисты-техники в области науки и техники,3597016,0.048317
51-8092.00,Gas Plant Operators,31,Специалисты-техники в области науки и техники,3597016,0.048317
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",81,Операторы промышленных установок и стационарного оборудования,1883204,0.025296
51-8099.00,"Plant and System Operators, All Other",31,Специалисты-техники в области науки и техники,3597016,0.048317
51-9011.00,Chemical Equipment Operators and Tenders,81,Операторы промышленных установок и стационарного оборудования,1883204,0.025296
51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",81,Операторы промышленных установок и стационарного оборудования,1883204,0.025296
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",81,Операторы промышленных установок и стационарного оборудования,1883204,0.025296
51-9022.00,"Grinding and Polishing Workers, Hand",81,Операторы промышленных установок и стационарного оборудования,1883204,0.025296
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",81,Операторы промышленных установок и стационарного оборудования,1883204,0.025296
51-9031.00,"Cutters and Trimmers, Hand",75,"Рабочие пищевой, деревообрабатывающей, текстильной и швейной промышленности и рабочие родственных занятий",1641286,0.022047
51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",81,Операторы промышленных установок и стационарного оборудования,1883204,0.025296
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",81,Операторы промышленных установок и стационарного оборудования,1883204,0.025296
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",81,Операторы промышленных установок и стационарного оборудования,1883204,0.025296
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",75,"Рабочие пищевой, деревообрабатывающей, текстильной и швейной промышленности и рабочие родственных занятий",1641286,0.022047
51-9071.00,Jewelers and Precious Stone and Metal Workers,21,Специалисты в области науки и техники,3818533,0.051293
51-9071.06,Gem and Diamond Workers,82,Сборщики,427488,0.005742
51-9081.00,Dental Laboratory Technicians,32,Средний медицинский персонал здравоохранения,3056626,0.041059
51-9082.00,Medical Appliance Technicians,32,Средний медицинский персонал здравоохранения,3056626,0.041059
51-9083.00,Ophthalmic Laboratory Technicians,32,Средний медицинский персонал здравоохранения,3056626,0.041059
51-9111.00,Packaging and Filling Machine Operators and Tenders,81,Операторы промышленных установок и стационарного оборудования,1883204,0.025296
51-9123.00,"Painting, Coating, and Decorating Workers",75,"Рабочие пищевой, деревообрабатывающей, текстильной и швейной промышленности и рабочие родственных занятий",1641286,0.022047
51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",71,"Рабочие, занятые в строительстве, и рабочие родственных занятий (за исключением электриков)",2412726,0.032409
51-9141.00,Semiconductor Processing Technicians,82,Сборщики,427488,0.005742
51-9151.00,Photographic Process Workers and Processing Machine Operators,34,"Средний специальный персонал в области правовой, социальной работы, культуры, спорта и родственных занятий",919166,0.012347
51-9161.00,Computer Numerically Controlled Tool Operators,72,"Рабочие, занятые в металлообрабатывающем и машиностроительном производстве, механики и ремонтники",3873206,0.052027
51-9162.00,Computer Numerically Controlled Tool Programmers,72,"Рабочие, занятые в металлообрабатывающем и машиностроительном производстве, механики и ремонтники",3873206,0.052027
51-9191.00,Adhesive Bonding Machine Operators and Tenders,81,Операторы промышленных установок и стационарного оборудования,1883204,0.025296
51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",81,Операторы промышленных установок и стационарного оборудования,1883204,0.025296
51-9193.00,Cooling and Freezing Equipment Operators and Tenders,81,Операторы промышленных установок и стационарного оборудования,1883204,0.025296
51-9194.00,Etchers and Engravers,73,"Рабочие, занятые изготовлением прецизионных инструментов и приборов, рабочие художественных промыслов и полиграфического производства",311003,0.004178
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",81,Операторы промышленных установок и стационарного оборудования,1883204,0.025296
51-9195.03,"Stone Cutters and Carvers, Manufacturing",71,"Рабочие, занятые в строительстве, и рабочие родственных занятий (за исключением электриков)",2412726,0.032409
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",26,"Специалисты в области права, гуманитарных областей и культуры",3694337,0.049625
51-9195.05,"Potters, Manufacturing",81,Операторы промышленных установок и стационарного оборудования,1883204,0.025296
51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",73,"Рабочие, занятые изготовлением прецизионных инструментов и приборов, рабочие художественных промыслов и полиграфического производства",311003,0.004178
51-9197.00,Tire Builders,81,Операторы промышленных установок и стационарного оборудования,1883204,0.025296
51-9198.00,Helpers--Production Workers,93,"Неквалифицированные рабочие, занятые в горнодобывающей промышленности, строительстве, обрабатывающей промышленности и на транспорте",1020328,0.013706
51-9199.00,"Production Workers, All Other",75,"Рабочие пищевой, деревообрабатывающей, текстильной и швейной промышленности и рабочие родственных занятий",1641286,0.022047
53-1041.00,Aircraft Cargo Handling Supervisors,43,Служащие в сфере обработки числовой информации и учета материальных ценностей,1081451,0.014527
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",72,"Рабочие, занятые в металлообрабатывающем и машиностроительном производстве, механики и ремонтники",3873206,0.052027
53-1042.01,Recycling Coordinators,13,Руководители подразделений в сфере производства и специализированных сервисных услуг,1120240,0.015048
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,31,Специалисты-техники в области науки и техники,3597016,0.048317
53-1044.00,First-Line Supervisors of Passenger Attendants,51,Работники сферы индивидуальных услуг,3379517,0.045396
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",31,Специалисты-техники в области науки и техники,3597016,0.048317
53-2012.00,Commercial Pilots,31,Специалисты-техники в области науки и техники,3597016,0.048317
53-2021.00,Air Traffic Controllers,13,Руководители подразделений в сфере производства и специализированных сервисных услуг,1120240,0.015048
53-2022.00,Airfield Operations Specialists,31,Специалисты-техники в области науки и техники,3597016,0.048317
53-2031.00,Flight Attendants,51,Работники сферы индивидуальных услуг,3379517,0.045396
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",83,Водители и операторы подвижного оборудования,6687464,0.089830
53-3031.00,Driver/Sales Workers,83,Водители и операторы подвижного оборудования,6687464,0.089830
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,93,"Неквалифицированные рабочие, занятые в горнодобывающей промышленности, строительстве, обрабатывающей промышленности и на транспорте",1020328,0.013706
53-3033.00,Light Truck Drivers,83,Водители и операторы подвижного оборудования,6687464,0.089830
53-3051.00,"Bus Drivers, School",83,Водители и операторы подвижного оборудования,6687464,0.089830
53-3052.00,"Bus Drivers, Transit and Intercity",53,"Работники, оказывающие услуги по индивидуальному уходу",710862,0.009549
53-3053.00,Shuttle Drivers and Chauffeurs,83,Водители и операторы подвижного оборудования,6687464,0.089830
53-3054.00,Taxi Drivers,83,Водители и операторы подвижного оборудования,6687464,0.089830
53-4011.00,Locomotive Engineers,83,Водители и операторы подвижного оборудования,6687464,0.089830
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",83,Водители и операторы подвижного оборудования,6687464,0.089830
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",43,Служащие в сфере обработки числовой информации и учета материальных ценностей,1081451,0.014527
53-4031.00,Railroad Conductors and Yardmasters,51,Работники сферы индивидуальных услуг,3379517,0.045396
53-4041.00,Subway and Streetcar Operators,83,Водители и операторы подвижного оборудования,6687464,0.089830
53-5011.00,Sailors and Marine Oilers,31,Специалисты-техники в области науки и техники,3597016,0.048317
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",31,Специалисты-техники в области науки и техники,3597016,0.048317
53-5022.00,Motorboat Operators,83,Водители и операторы подвижного оборудования,6687464,0.089830
53-5031.00,Ship Engineers,31,Специалисты-техники в области науки и техники,3597016,0.048317
53-6011.00,Bridge and Lock Tenders,31,Специалисты-техники в области науки и техники,3597016,0.048317
53-6021.00,Parking Attendants,83,Водители и операторы подвижного оборудования,6687464,0.089830
53-6031.00,Automotive and Watercraft Service Attendants,83,Водители и операторы подвижного оборудования,6687464,0.089830
53-6032.00,Aircraft Service Attendants,83,Водители и операторы подвижного оборудования,6687464,0.089830
53-6051.00,Transportation Inspectors,33,Средний специальный персонал по экономической и административной деятельности,3227264,0.043351
53-6051.01,Aviation Inspectors,75,"Рабочие пищевой, деревообрабатывающей, текстильной и швейной промышленности и рабочие родственных занятий",1641286,0.022047
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",75,"Рабочие пищевой, деревообрабатывающей, текстильной и швейной промышленности и рабочие родственных занятий",1641286,0.022047
53-6061.00,Passenger Attendants,51,Работники сферы индивидуальных услуг,3379517,0.045396
53-6099.00,"Transportation Workers, All Other",83,Водители и операторы подвижного оборудования,6687464,0.089830
53-7021.00,Crane and Tower Operators,83,Водители и операторы подвижного оборудования,6687464,0.089830
53-7031.00,Dredge Operators,83,Водители и операторы подвижного оборудования,6687464,0.089830
53-7041.00,Hoist and Winch Operators,83,Водители и операторы подвижного оборудования,6687464,0.089830
53-7051.00,Industrial Truck and Tractor Operators,83,Водители и операторы подвижного оборудования,6687464,0.089830
53-7061.00,Cleaners of Vehicles and Equipment,91,Уборщики и прислуга,1019966,0.013701
53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",93,"Неквалифицированные рабочие, занятые в горнодобывающей промышленности, строительстве, обрабатывающей промышленности и на транспорте",1020328,0.013706
53-7062.04,Recycling and Reclamation Workers,72,"Рабочие, занятые в металлообрабатывающем и машиностроительном производстве, механики и ремонтники",3873206,0.052027
53-7063.00,Machine Feeders and Offbearers,81,Операторы промышленных установок и стационарного оборудования,1883204,0.025296
53-7064.00,"Packers and Packagers, Hand",93,"Неквалифицированные рабочие, занятые в горнодобывающей промышленности, строительстве, обрабатывающей промышленности и на транспорте",1020328,0.013706
53-7065.00,Stockers and Order Fillers,43,Служащие в сфере обработки числовой информации и учета материальных ценностей,1081451,0.014527
53-7071.00,Gas Compressor and Gas Pumping Station Operators,31,Специалисты-техники в области науки и техники,3597016,0.048317
53-7072.00,"Pump Operators, Except Wellhead Pumpers",81,Операторы промышленных установок и стационарного оборудования,1883204,0.025296
53-7073.00,Wellhead Pumpers,31,Специалисты-техники в области науки и техники,3597016,0.048317
53-7081.00,Refuse and Recyclable Material Collectors,96,Неквалифицированные работники по сбору мусора и другие неквалифицированные работники,2433098,0.032683
53-7121.00,"Tank Car, Truck, and Ship Loaders",31,Специалисты-техники в области науки и техники,3597016,0.048317
